id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,good_bad
6430500186,20141104T000000,800000.0,4,1.5,1790,3952,1.5,0,0,4,8,1790,0,1932,0,98103,47.689,-122.352,1200,3876,1
1972202080,20140710T000000,725000.0,2,1.75,1950,2719,1.0,0,0,5,7,1010,940,1919,0,98103,47.6513,-122.346,1360,1256,0
3856901525,20141001T000000,627500.0,4,1.0,1560,4080,1.5,0,0,3,7,1560,0,1923,0,98103,47.6711,-122.331,1890,4080,0
993002325,20140623T000000,430000.0,2,1.5,950,4625,1.0,0,0,4,7,950,0,1949,0,98103,47.6912,-122.34,1440,4625,0
3856901715,20140924T000000,470450.0,2,1.0,1010,3400,1.0,0,0,3,7,1010,0,1921,0,98103,47.6711,-122.329,1800,3600,0
4083800340,20150402T000000,462000.0,5,2.0,1380,4300,1.5,0,0,3,7,1380,0,1916,0,98103,47.6647,-122.337,1830,3800,0
9178600135,20140826T000000,800000.0,4,2.0,2130,2800,1.0,0,0,5,7,1070,1060,1922,0,98103,47.6545,-122.333,1990,3990,0
9551202025,20140625T000000,800000.0,2,1.0,1740,5719,1.0,0,0,3,8,1740,0,1955,0,98103,47.6729,-122.335,1980,5000,1
9521100106,20140826T000000,440000.0,4,1.0,1780,4000,1.5,0,0,3,7,1780,0,1922,0,98103,47.6624,-122.354,1750,4000,0
1529300160,20140619T000000,405000.0,2,1.0,1260,4377,1.0,0,0,4,7,1260,0,1947,0,98103,47.6988,-122.354,1420,6376,0
3047700105,20150423T000000,990000.0,4,3.75,3450,4940,2.0,0,0,3,10,2570,880,2006,0,98103,47.692,-122.338,1880,5387,1
1930301555,20140701T000000,500000.0,2,1.0,950,4500,1.0,0,2,3,7,850,100,1926,0,98103,47.6562,-122.354,1670,4000,0
993000046,20140922T000000,510000.0,3,2.0,1600,4510,1.0,0,0,3,7,990,610,1978,0,98103,47.6939,-122.34,1580,4561,0
4459800070,20140718T000000,679000.0,4,1.5,1420,4923,1.5,0,0,4,8,1420,0,1928,0,98103,47.6901,-122.339,1470,4923,1
3126049094,20141112T000000,392450.0,4,2.0,2195,2681,1.0,0,0,3,7,1060,1135,1912,0,98103,47.6965,-122.342,1710,1280,0
3797000830,20140530T000000,425000.0,3,1.75,1680,3000,1.0,0,2,4,6,840,840,1900,0,98103,47.686,-122.346,1540,3700,0
9178600055,20150505T000000,695000.0,2,1.0,1140,3990,1.0,0,0,3,7,1140,0,1924,0,98103,47.6554,-122.333,1800,5700,0
3362900696,20141020T000000,415000.0,3,1.0,1500,3399,2.0,0,0,5,7,1300,200,1926,0,98103,47.6838,-122.352,1360,3588,0
9465200181,20150428T000000,475000.0,4,1.5,2320,5534,1.5,0,0,4,7,1540,780,1915,0,98103,47.6944,-122.355,1670,5913,0
2402100055,20140716T000000,670000.0,4,3.0,2500,5000,1.5,0,0,4,7,1460,1040,1926,0,98103,47.6895,-122.331,1720,4500,0
6690500070,20140721T000000,579000.0,3,2.5,1990,4040,1.5,0,0,5,8,1390,600,1926,0,98103,47.6867,-122.354,1180,3030,1
1919800260,20140716T000000,645000.0,3,1.75,2340,6750,1.5,0,0,5,7,1620,720,1914,0,98103,47.6956,-122.335,1410,3388,0
9136101776,20140918T000000,709000.0,4,1.0,1680,4087,1.5,0,0,3,7,1680,0,1911,0,98103,47.6667,-122.337,1740,3745,0
5540800100,20150511T000000,245000.0,3,1.0,910,6630,1.0,0,0,4,6,910,0,1912,0,98103,47.6947,-122.346,950,5100,0
5511600245,20150324T000000,350000.0,2,1.0,1350,3880,1.0,0,0,3,6,950,400,1927,0,98103,47.6842,-122.344,1670,3920,0
1646500785,20141215T000000,499000.0,2,1.0,1450,3090,2.0,0,0,3,7,1450,0,1919,1987,98103,47.6853,-122.356,1450,4635,0
1994200031,20140620T000000,450000.0,3,2.0,1430,3480,1.0,0,0,3,7,980,450,1947,0,98103,47.6874,-122.336,1450,4650,0
9521100586,20140524T000000,479000.0,3,1.0,1370,3000,1.5,0,0,3,7,1370,0,1924,0,98103,47.6619,-122.351,1510,2151,0
4310702787,20140717T000000,335000.0,3,3.0,1430,1249,3.0,0,0,3,8,1430,0,2003,0,98103,47.6971,-122.34,1020,1112,1
9136103130,20141201T000000,430000.0,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,0,98103,47.6652,-122.338,1390,4013,0
9136103130,20150512T000000,685000.0,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,0,98103,47.6652,-122.338,1390,4013,0
6431500283,20141117T000000,409500.0,3,1.0,1340,4120,1.0,0,0,4,7,1040,300,1921,0,98103,47.6916,-122.352,1270,4635,0
3797002585,20140709T000000,660000.0,3,1.0,1240,3500,1.0,0,0,4,7,1240,0,1927,0,98103,47.6835,-122.347,1650,3360,0
3362400590,20150219T000000,700000.0,4,2.0,2230,4635,1.5,0,0,5,7,1510,720,1908,0,98103,47.682,-122.349,1520,4635,0
4083801785,20150313T000000,660000.0,2,1.0,1070,5000,1.0,0,0,3,7,1070,0,1924,0,98103,47.6631,-122.337,1400,4000,0
1931301105,20140717T000000,440000.0,3,2.0,1550,2401,2.0,0,0,3,7,1550,0,1996,0,98103,47.6545,-122.348,1550,3446,0
9550200265,20140818T000000,625000.0,3,1.0,1240,4080,1.0,0,0,3,7,1240,0,1925,0,98103,47.667,-122.333,2060,4080,0
9136101335,20140515T000000,613000.0,4,2.0,1550,4815,1.5,0,0,3,7,1550,0,1909,0,98103,47.667,-122.336,1680,4013,0
9551201250,20140902T000000,750000.0,3,1.0,1640,6516,1.5,0,0,4,7,1440,200,1935,0,98103,47.6693,-122.339,1770,4000,0
3797000300,20140808T000000,405000.0,2,1.0,880,3000,1.0,0,0,5,7,880,0,1927,0,98103,47.6868,-122.349,1300,3000,0
2331300025,20150311T000000,967000.0,4,3.25,1860,4356,2.0,0,0,3,9,1860,0,1917,2005,98103,47.6785,-122.351,1860,4356,1
9523103001,20141013T000000,389000.0,2,1.0,850,3276,1.0,0,0,3,6,850,0,1910,0,98103,47.6742,-122.35,1460,4100,0
1997200165,20140916T000000,802000.0,3,2.25,2170,5001,2.0,0,0,3,8,2170,0,2014,0,98103,47.6937,-122.338,1700,6991,1
4083301645,20141024T000000,525000.0,3,1.0,1550,6840,1.5,0,0,3,7,1550,0,1918,0,98103,47.6572,-122.335,2370,4560,0
1257201130,20141001T000000,1015000.0,4,2.5,2700,4590,2.0,0,0,3,8,2700,0,2002,0,98103,47.6734,-122.329,2080,3570,1
2919201095,20150327T000000,540000.0,3,1.0,1270,3840,1.5,0,0,3,7,1270,0,1926,0,98103,47.6896,-122.357,1270,4175,0
1257201295,20140708T000000,480000.0,2,1.0,1060,3040,1.0,0,0,3,7,860,200,1924,0,98103,47.6725,-122.329,1470,3814,0
4310702775,20150203T000000,280000.0,2,1.5,800,1196,2.0,0,0,3,8,800,0,2003,0,98103,47.6972,-122.341,1020,1087,1
4083303815,20150421T000000,695000.0,5,2.0,3160,3990,1.5,0,0,3,7,1870,1290,1923,0,98103,47.654,-122.337,1780,4240,0
3126049436,20140912T000000,416000.0,3,2.5,1710,1296,3.0,0,0,3,8,1510,200,2004,0,98103,47.6963,-122.342,1610,1282,1
9521100855,20140610T000000,440000.0,3,1.5,1290,1286,3.0,0,0,3,7,1290,0,2000,0,98103,47.6617,-122.349,1720,1286,0
263000164,20141217T000000,425000.0,2,1.0,830,6030,1.0,0,0,4,6,830,0,1925,0,98103,47.6994,-122.347,1280,6030,0
263000291,20140904T000000,433500.0,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,0
9521101055,20140827T000000,720000.0,4,1.75,2530,5000,1.5,0,2,5,8,2070,460,1917,0,98103,47.6624,-122.348,1950,3600,1
4459800100,20150422T000000,390000.0,2,1.0,980,3800,1.0,0,0,3,7,980,0,1926,0,98103,47.6903,-122.34,1520,5010,0
1997200215,20140507T000000,599999.0,9,4.5,3830,6988,2.5,0,0,3,7,2450,1380,1938,0,98103,47.6927,-122.338,1460,6291,0
9523104345,20141218T000000,825000.0,5,3.0,4080,7500,2.0,0,2,4,8,2720,1360,1961,0,98103,47.6722,-122.349,2000,4545,1
1257202120,20141030T000000,579100.0,2,1.0,1070,2754,1.0,0,0,3,7,830,240,1924,0,98103,47.6755,-122.331,1760,4080,0
9523100459,20140609T000000,552000.0,2,2.5,1380,951,3.0,0,0,3,9,1380,0,2006,0,98103,47.6654,-122.355,1430,3400,1
4083304535,20141114T000000,1045000.0,4,2.75,2950,4560,2.0,0,0,5,7,1810,1140,1912,0,98103,47.6525,-122.333,2000,4560,0
9482700475,20140927T000000,875000.0,4,3.5,2850,4416,1.5,0,0,3,7,2040,810,1926,0,98103,47.6835,-122.342,1860,4416,0
2917200615,20150325T000000,486700.0,2,1.0,1200,6278,1.0,0,0,3,7,1080,120,1942,0,98103,47.7001,-122.351,1200,6211,0
9551201295,20140728T000000,527500.0,2,1.0,1170,3000,1.5,0,0,3,7,1170,0,1910,0,98103,47.6697,-122.338,1530,4000,0
2919201335,20140731T000000,912000.0,4,3.75,1980,4095,2.0,0,0,3,9,1980,0,2009,0,98103,47.6901,-122.356,1480,3840,1
993000090,20150414T000000,752000.0,6,3.75,3810,6663,2.0,0,0,4,8,3810,0,1977,0,98103,47.6938,-122.34,1610,4561,1
6046401105,20150423T000000,450000.0,2,1.5,1450,2550,1.0,0,0,3,7,820,630,1984,0,98103,47.6911,-122.348,1450,5100,0
4083304190,20140804T000000,680000.0,1,2.5,1820,3008,2.0,0,0,3,7,1090,730,1910,2004,98103,47.6529,-122.339,1860,3420,0
3362400615,20140820T000000,400000.0,3,1.0,1350,3090,1.5,0,0,5,6,1350,0,1914,0,98103,47.682,-122.348,1350,3090,0
993001332,20140903T000000,407000.0,3,2.25,1430,1448,3.0,0,0,3,8,1430,0,2005,0,98103,47.6916,-122.341,1430,1383,1
9136102680,20140923T000000,626500.0,3,1.75,1610,3210,1.0,0,0,5,7,910,700,1928,0,98103,47.6656,-122.335,1420,3210,0
9521101015,20140626T000000,725000.0,6,3.0,3110,5000,1.5,0,0,5,7,1810,1300,1921,0,98103,47.6631,-122.348,1600,4000,0
4083302370,20150313T000000,775000.0,5,1.0,1860,3040,1.5,0,0,3,7,1530,330,1921,0,98103,47.6559,-122.339,1910,3600,0
3362401295,20150330T000000,630000.0,2,1.75,1260,5300,1.0,0,0,4,7,840,420,1951,0,98103,47.6809,-122.348,1280,3000,0
3912000020,20150430T000000,745000.0,3,2.0,2290,5001,1.0,0,0,4,7,1490,800,1960,0,98103,47.6909,-122.339,1230,5001,0
1930300190,20140714T000000,716100.0,3,1.0,1640,4000,1.5,0,0,5,7,1640,0,1909,0,98103,47.6563,-122.351,2140,4000,0
3856901435,20141027T000000,720000.0,4,2.0,1760,4500,1.5,0,0,5,7,1760,0,1906,0,98103,47.6711,-122.331,1740,4220,0
3226049478,20140725T000000,430000.0,4,1.0,1350,9000,1.5,0,0,4,7,1350,0,1964,0,98103,47.6953,-122.332,1940,8000,0
1972200660,20150415T000000,465000.0,2,1.5,1120,1201,3.0,0,0,3,8,1120,0,1999,0,98103,47.6524,-122.353,1370,1298,1
9136101271,20150416T000000,599000.0,4,1.0,1590,4280,1.5,0,0,3,7,1590,0,1924,0,98103,47.667,-122.335,2230,4280,0
6430500010,20140620T000000,547000.0,5,2.5,2200,4080,1.5,0,0,5,7,1420,780,1916,0,98103,47.6872,-122.35,1300,4080,0
3362401815,20140930T000000,764000.0,3,2.0,1420,4080,1.5,0,0,5,8,1420,0,1904,0,98103,47.6801,-122.348,1220,3060,1
6430000280,20141216T000000,453000.0,4,2.0,1880,5100,1.0,0,0,3,8,1880,0,1952,0,98103,47.6872,-122.349,1610,4590,1
8021700715,20140514T000000,702500.0,3,1.5,2360,6750,2.0,0,0,5,7,1930,430,1926,0,98103,47.6923,-122.332,1320,4500,0
8129700255,20150213T000000,798750.0,2,2.25,2160,2578,3.0,0,0,3,8,2160,0,2005,0,98103,47.6607,-122.354,1800,2142,1
3362401611,20150325T000000,1165000.0,4,3.75,3920,4500,3.0,0,0,3,8,3920,0,2013,0,98103,47.6805,-122.346,2040,3000,1
7821200307,20150217T000000,515000.0,2,1.0,970,3300,1.0,0,0,4,7,970,0,1916,0,98103,47.6609,-122.343,1060,3600,0
1972202005,20140521T000000,475000.0,4,2.0,1790,2250,1.0,0,2,4,7,840,950,1909,0,98103,47.6526,-122.345,1440,1545,0
6430500293,20141112T000000,395000.0,2,1.5,1010,3060,1.0,0,0,4,7,1010,0,1918,0,98103,47.6897,-122.354,1160,4080,0
3797000680,20141125T000000,549000.0,3,2.0,1340,3000,2.0,0,0,5,7,1340,0,1905,0,98103,47.6857,-122.349,1120,3000,0
510002995,20150407T000000,832600.0,4,1.0,1640,4200,1.5,0,0,3,7,1640,0,1925,0,98103,47.6601,-122.332,1730,3990,0
9551201585,20140701T000000,1297000.0,6,2.75,2630,9420,2.0,0,0,5,9,2510,120,1900,0,98103,47.6695,-122.337,1540,4969,1
3363900280,20150311T000000,678500.0,3,2.75,1210,3600,1.5,0,2,5,7,1210,0,1910,0,98103,47.6798,-122.354,1630,3910,0
3797001815,20150217T000000,532500.0,2,1.0,820,3000,1.0,0,0,4,7,820,0,1924,0,98103,47.6842,-122.348,1490,3000,0
3856900507,20140512T000000,1315000.0,4,3.5,3460,3997,2.0,0,0,3,10,2560,900,2004,0,98103,47.6718,-122.329,1860,4000,1
9136100420,20150408T000000,767500.0,4,2.0,2350,4815,1.5,0,0,4,7,1450,900,1914,0,98103,47.6681,-122.338,1640,4013,0
9232900050,20140806T000000,300000.0,2,1.75,2120,6350,1.0,0,0,4,6,1440,680,1924,0,98103,47.6974,-122.356,1590,6350,0
2264500425,20140620T000000,640000.0,2,1.75,1760,4400,1.0,0,0,4,7,880,880,1930,0,98103,47.65,-122.34,1330,4180,0
4083802195,20150319T000000,578888.0,2,2.0,1060,4000,1.0,0,0,2,7,1000,60,1914,0,98103,47.6626,-122.337,1310,4000,0
9521100280,20140612T000000,480000.0,3,2.5,1250,1103,3.0,0,2,3,8,1250,0,2005,0,98103,47.6619,-122.352,1250,1188,1
9178601630,20141113T000000,720000.0,2,1.0,1580,2199,2.0,0,2,3,8,1580,0,1921,1995,98103,47.6541,-122.329,2170,4405,1
4083306345,20150504T000000,1000000.0,4,1.5,2100,4560,1.5,0,0,4,8,2100,0,1912,0,98103,47.6497,-122.336,1930,4560,1
1923300170,20150109T000000,629000.0,5,2.0,2050,3000,1.5,0,0,3,7,1470,580,1912,1984,98103,47.6864,-122.352,1560,4500,0
2877100235,20141222T000000,650000.0,5,2.0,2400,3500,1.5,0,0,3,8,1900,500,1911,0,98103,47.6762,-122.356,1520,4000,1
263000050,20141031T000000,730000.0,3,2.5,2160,8809,1.0,0,0,3,9,1540,620,2014,0,98103,47.6994,-122.349,930,5420,1
8032700010,20140716T000000,665000.0,3,2.5,1730,3000,2.0,0,0,3,8,1730,0,1996,0,98103,47.6532,-122.34,1730,1774,1
263000280,20141202T000000,450000.0,3,2.0,1150,4500,1.5,0,0,3,7,1150,0,1917,1991,98103,47.6985,-122.348,1230,5400,0
5540800130,20150318T000000,447500.0,2,1.0,1180,5100,1.5,0,0,3,7,1180,0,1926,0,98103,47.6947,-122.346,980,5100,0
9551202130,20140714T000000,980000.0,5,2.5,2750,6000,1.5,0,0,3,8,1750,1000,1904,1994,98103,47.6729,-122.334,1520,4158,1
1324300091,20140528T000000,370000.0,3,1.0,800,2296,1.0,0,0,4,6,800,0,1908,0,98103,47.6546,-122.356,1480,1472,0
1972201856,20140507T000000,526000.0,2,2.0,1550,2400,1.5,0,0,4,7,1550,0,1900,0,98103,47.654,-122.346,1180,1224,0
4083304835,20141023T000000,620000.0,2,1.0,990,4332,1.0,0,0,3,7,990,0,1909,0,98103,47.6528,-122.331,1920,3420,0
9523103000,20141020T000000,780000.0,3,1.75,2430,4524,1.5,0,0,4,7,1830,600,1924,0,98103,47.674,-122.35,1610,4100,0
9551201660,20140613T000000,1030000.0,4,2.5,2750,4800,2.0,0,0,3,9,1960,790,1905,2005,98103,47.6709,-122.337,2400,5300,1
6815100095,20141223T000000,510000.0,2,1.0,1310,4000,1.0,0,0,3,6,1310,0,1913,0,98103,47.6854,-122.329,1550,4000,0
6430500233,20150416T000000,650000.0,3,2.0,1840,3075,1.0,0,0,5,7,920,920,1928,0,98103,47.6894,-122.35,1480,3774,0
6813600380,20141224T000000,700000.0,3,3.0,2090,7440,1.5,0,0,5,7,1290,800,1922,0,98103,47.6891,-122.331,1570,4960,0
9136102057,20140905T000000,650000.0,4,2.5,2160,3139,1.0,0,0,3,7,1080,1080,1940,0,98103,47.6662,-122.338,1650,3740,0
9178601660,20150514T000000,1695000.0,5,3.0,3320,5354,2.0,0,0,3,9,3320,0,2004,0,98103,47.6542,-122.331,2330,4040,1
9524100050,20141222T000000,360000.0,3,1.75,1255,1113,3.0,0,0,3,8,1255,0,2010,0,98103,47.6958,-122.343,1010,1038,1
9550200225,20140711T000000,625000.0,3,1.5,1230,3060,1.0,0,0,3,7,910,320,1927,0,98103,47.667,-122.333,1260,4488,0
3363400655,20140724T000000,549000.0,2,2.0,1980,6000,1.5,0,0,5,7,1220,760,1906,0,98103,47.6809,-122.351,1280,3900,0
5694000768,20140922T000000,550000.0,3,2.25,1700,1481,3.0,0,0,3,8,1700,0,2002,0,98103,47.6598,-122.349,1560,1350,1
6431500280,20150323T000000,393000.0,2,1.0,830,5000,1.0,0,0,4,7,830,0,1921,0,98103,47.6914,-122.352,1110,5000,0
1931300425,20140908T000000,539000.0,3,2.5,2170,3200,1.5,0,0,5,7,1280,890,1923,0,98103,47.6543,-122.347,1180,1224,0
9482700080,20141013T000000,575575.0,3,1.75,1516,2897,1.0,0,0,3,7,998,518,1925,0,98103,47.6842,-122.341,2100,3854,0
3126049439,20150109T000000,313000.0,2,1.5,870,747,2.0,0,0,3,8,800,70,2004,0,98103,47.6967,-122.342,1710,1280,1
993000950,20140906T000000,320000.0,2,1.5,1110,1200,3.0,0,0,3,8,1110,0,2000,0,98103,47.6931,-122.342,1110,1363,1
9523102580,20140523T000000,599000.0,3,2.75,1960,2500,1.5,0,0,5,7,1410,550,1926,0,98103,47.6744,-122.353,2040,5000,0
993001330,20140505T000000,406100.0,3,2.25,1410,1332,3.0,0,0,3,8,1410,0,2005,0,98103,47.6916,-122.34,1430,1448,1
2708100130,20150503T000000,550000.0,2,1.0,1070,3000,1.0,0,0,4,7,870,200,1926,0,98103,47.6828,-122.353,1890,3300,0
263000359,20140630T000000,355000.0,3,2.25,1370,1524,3.0,0,0,3,8,1370,0,2005,0,98103,47.6982,-122.347,1370,1418,1
4083306720,20140915T000000,560000.0,4,1.5,1790,3420,1.0,0,0,4,7,1020,770,1923,0,98103,47.6489,-122.337,1680,3420,0
6865200095,20141024T000000,725000.0,3,2.0,2110,5800,1.5,0,0,4,7,1990,120,1927,0,98103,47.6645,-122.342,1620,4300,0
9523102750,20140812T000000,870000.0,3,1.5,2420,5000,2.0,0,0,4,8,2200,220,1925,0,98103,47.6744,-122.353,2070,5000,1
9521100585,20140613T000000,499950.0,3,1.0,1830,3000,1.5,0,0,3,7,1430,400,1926,0,98103,47.6619,-122.351,1510,2500,0
5694001061,20140620T000000,587206.0,3,3.5,1890,1710,2.0,0,0,3,8,1640,250,1999,0,98103,47.6592,-122.349,1680,1562,1
6813600415,20140508T000000,515000.0,2,1.0,1060,4960,1.0,0,0,3,7,1060,0,1926,0,98103,47.6896,-122.331,1420,4960,0
7834800225,20140820T000000,875000.0,3,2.0,2010,4000,1.0,0,0,5,7,1210,800,1915,0,98103,47.6638,-122.329,1770,4000,0
4310700020,20141010T000000,280000.0,3,1.0,1100,5132,1.0,0,0,3,6,840,260,1948,0,98103,47.7011,-122.336,1280,5132,0
993000873,20150318T000000,380500.0,3,2.0,1270,1348,3.0,0,0,3,8,1270,0,2003,0,98103,47.6929,-122.342,1180,1360,1
